Name,Longitude,Latitude
Battle Creek Municipal Park,-97.6,41.993
Bayard City Park,-103.327,41.756
Beaver Crossing Municipal,-97.277,40.777
Beck Memorial Park,-96.245,42.004
Bennett City Park,-96.506,40.681
Bessey Rec Area,-100.3,41.902
Big Alkali Lake State Wildlife Area,-100.607,42.638
Big Indian NRD Rec Area,-96.693,40.057
Bloomfield City Park,-97.648,42.594
Blue Valley - Seward,-97.096,40.901
Bluestem State Rec Area,-96.795,40.625
Bob Hardy RV Park,-96.142,41.546
Bowman Lake State Rec Area,-98.991,41.276
Box Butte State Rec Area,-103.088,42.467
Branched Oak Lake State Rec Area,-96.891,40.973
Bridgeport State Rec Area,-103.111,41.679
Brownville State Rec Area,-95.645,40.359
Bruce City Park,-97.912,42.463
Bruning Dam,-97.51,40.352
Buckley City Park,-97.599,41.107
Buckley Creek,-97.309,40.068
Buffalo Bill Ranch State Rec Area,-100.794,41.161
Burbach Park,-97.497,42.73
Burchard Lake State Wildlife Area,-96.303,40.168
Bussell City Park,-98.938,41.606
Butte City Park,-98.841,42.911
Cambridge City RV Park,-100.16,40.283
Carney Park,-98.646,42.451
Cedar Vue - Lake McConaughy State Rec Area,-101.668,41.204
Chadron State Park,-103.007,42.708
Champion Lake State Rec Area,-101.75,40.472
Chautauqua Municipal Park - Beatrice,-96.74,40.254
Chester Municipal Park,-97.62,40.016
Cheyenne State Rec Area,-98.588,40.765
Chilvers Park,-97.791,42.352
Christiansen Field,-96.525,41.445
City RV Park - Deshler,-97.721,40.136
Clarkson City Park,-97.117,41.727
Cody City Park - Cody,-101.245,42.935
Cody City Park - North Platte,-100.759,41.15
Columbus Agricultural Aprk,-97.339,41.431
Conestoga Lake State Rec Area,-96.85,40.77
Cottonwood Cove Park,-96.414,42.412
Cottonwood Lake State Rec Area,-101.677,42.916
Cottonwood Park - Wolbach,-98.398,41.397
Country Club - Plainview,-97.863,42.365
County Campground - Scotia,-98.703,41.464
Crawford City Park,-103.417,42.687
Crystal Lake State Rec Area,-98.44,40.456
Crystal Springs Lake,-97.206,40.13
Cub Creek Rec Area,-97.152,40.244
David City Park,-97.123,41.245
Dead Timber State Rec Area,-96.692,41.717
Deshler City Park,-97.721,40.136
Diller City Park,-96.935,40.11
DLD State Wayside Rec Area,-98.29,40.582
Eagle Canyon - Lake McConaughy State Rec Area,-101.952,41.269
Edgar City Camp Facility,-97.97,40.363
Elgin City Park,-98.077,41.987
Enders Reservoir State Rec Area,-101.52,40.431
Eugene T. Mahoney State Park,-96.317,41.016
Ewing City Park,-98.34,42.254
Feits Memorial Park,-96.656,40.139
Fort Kearny State Rec Area,-98.989,40.652
Fort Robinson State Park,-103.466,42.667
Fred Penn Park,-98.038,42.125
Fremont Lakes State Rec Area,-96.559,41.444
Gallagher Canyon State Rec Area - Cozad,-99.979,40.736
Genoa City Park,-97.737,41.443
George Clayton Hall County Park,-98.369,40.878
George Mitchell RV Park,-99.637,40.247
Gilman Park,-97.519,42.201
Gladstone City Park,-97.544,42.502
Glenn Cunningham Lake,-96.045,41.345
Goose Lake State Wildlife Area,-98.572,42.116
Gotte Park,-103.649,41.235
Greeley City park,-98.538,41.551
Gremlin Cove - Harlan County Lake,-99.215,40.085
Grove Lake State Wildlife Area,-98.116,42.368
Guide Rock City Park,-98.335,40.077
Harbine Park,-98.069,40.196
Haworth City Park - Bellevue,-95.883,41.135
Hayes Center State Wildlife Area,-100.932,40.591
Headworks Park - LOUP,-97.801,41.409
Holbrook City Park,-100.013,40.307
Holdrege City Park,-99.378,40.436
Homestead Knolls - Calamus State Rec Area,-99.216,41.851
Hooper Memorial Park,-96.547,41.616
Hord Lake State Rec Area,-97.956,41.107
Hull Lake State Wildlife Area,-98.882,42.871
Humboldt Lake Park,-95.946,40.159
Humphrey City Park,-97.488,41.686
Hunter Cove - Harlan County Lake,-99.229,40.083
Indian Cave State Park,-95.569,40.254
Iron Horse Trail Lake,-96.1,40.047
Island Park City Campground,-96.481,41.937
Jeffrey Canyon State Wildlife Area,-100.402,40.96
John D. Sims Memorial Park,-99.297,41.225
Johnson Lake State Rec Area,-99.83,40.679
Johnson Park,-96.452,41.435
Karrer Park,-100.603,40.198
Keller Park State Rec Area,-99.766,42.669
Lafayette Park,-100.166,40.944
Lake Maloney State Rec Area,-100.765,41.047
Lake Minatare State Rec Area,-103.516,41.943
Lake North - LOUP,-97.353,41.496
Lake Ogallala - Lake McConaughy State Rec Area,-101.671,41.22
Lakeview - Lake McConaughy,-101.85,41.238
Lancaster Event Center,-96.605,40.854
Laurel City Park,-97.088,42.427
Legion Memorial Park - Wilber,-96.963,40.473
Leisure Lake WMA,-96.985,40.259
Lemoyne - Lake McConaughy,-101.816,41.271
Lewis and Clark State Rec Area,-97.64,42.838
Lexington City Park,-99.751,40.786
Liberty Cove Rec Area,-98.302,40.265
Lincoln Park,-98.083,40.021
Lions Club Park - Laurel,-97.095,42.425
Lions Park City - Wayne,-96.988,42.236
Little Thunder - Lake McConaughy State Rec Area,-101.684,41.247
Lone Eagle - Lake McConaughy,-101.758,41.255
Lone Star Rec Area,-97.381,40.415
Long Lake State Rec Area,-100.108,42.292
Long Pine State Rec Area,-99.716,42.544
Louisville Lakes State Rec Area,-96.183,41
Loup Park - LOUP,-97.372,41.496
Luther Hormel Memorial Park,-96.514,41.412
Lynch City RV Park,-98.467,42.828
Martin Bay - Lake McConaughy,-101.689,41.253
Maskenthine Reservoir - LENRD,-97.238,41.979
Medicine Creek State Rec Area,-100.222,40.377
Mels Landing City Park,-98.147,41.563
Memorial City Park - Madison,-97.456,41.835
Memphis Lake State Rec Area,-96.44,41.103
Merritt Reservoir State Rec Area,-100.89,42.596
Methodist Cove - Harlan County Lake,-99.32,40.086
Mill Park - Curtis,-100.524,40.626
Mill Stone Wayside Park,-97.728,42.032
Millburn Dam State Wildlife Area,-99.771,41.751
Milligan RV Park,-97.391,40.499
Mnisose Wicote (Wandering River),-97.845,42.842
Morgan Municipal Park,-99.923,41.292
Mormon Island State Rec Area,-98.378,40.824
Muny Park,-99.998,40.866
N. P. Dodge Mem Park,-95.952,41.362
Nebraska Tailwaters - Lewis and Clark Lake,-97.47,42.849
Neligh Park,-96.719,41.842
Newcastle,-96.869,42.65
Newman Grove City Park,-97.776,41.751
Niobrara State Park,-98.061,42.749
No Name Bay - Lake McConaughy,-101.706,41.254
North Loup State Rec Area,-98.451,41.266
North Outlet - Harlan County Lake,-99.21,40.073
North Shore - Lake McConaughy,-101.787,41.263
Nunda Shoal - Calamus State Rec Area,-99.27,41.865
Oakland City Park,-96.475,41.831
Obert City Park,-97.028,42.688
Offutt AFB Military,-95.88,41.112
Ogallala Beach - Lake McConaughy,-101.726,41.204
Ohiowa RV Park,-97.453,40.411
Olive Creek Lake State Rec Area,-96.848,40.581
Oliver Reservoir State Rec Area,-103.824,41.231
Omaha Beach - Lake McConaughy,-101.986,41.301
Orchard City Park,-98.245,42.335
Orleans City RV Park,-99.453,40.134
Osceola City Park,-97.547,41.183
Otter Creek - Lake McConaughy State Rec Area,-101.924,41.297
Pawnee Lake State Rec Area,-96.863,40.851
Pelican Point State Rec Area,-96.111,41.837
Perkins Memorial Park - Chambers,-98.742,42.203
Petersburg City Park,-98.083,41.856
Pibel Lake State Rec Area,-98.532,41.758
Pilger Park,-97.058,42.01
Ponca State Park,-96.715,42.603
Powerhouse Park - LOUP,-97.329,41.462
Pressey State Wildlife Area,-99.704,41.183
Ravenna Lake State Rec Area,-98.889,41.022
Red Cloud,-103.004,42.696
Red Willow Reservoir State Rec Area,-100.678,40.354
Riverside City Park - Burwell,-99.134,41.789
Riverside Park - Beatrice,-96.769,40.274
Riverside Park - Hebron,-97.583,40.163
Riverside Park - Neligh,-98.026,42.124
Riverside Park - Terrytown,-103.682,41.854
Riverview Marina State Rec Area,-95.853,40.691
Robidoux RV Park,-103.677,41.813
Rock Creek Station State Rec Area,-97.059,40.112
Rockford Lake State Rec Area,-96.581,40.228
Sandy Beach - Lake McConaughy,-101.779,41.262
Sandy Channel State Rec Area,-99.373,40.669
Scenic Knolls City Golf Course and Campground,-103.821,41.978
Scenic Park City,-96.405,42.485
Schuyler City Campground,-97.06,41.435
Sherman Reservoir State Rec Area,-98.901,41.285
Silver Creek City Park,-97.663,41.314
Smith Falls State Park,-100.312,42.893
Smith Lake State Wildlife Area,-102.453,42.411
Soldier Creek,-103.564,42.697
South Outlet - Harlan County Lake,-99.207,40.067
South Park Municipal Campground,-98.953,40.092
Spalding City Park,-98.361,41.685
Spalding Dam Site,-98.37,41.682
Spring Park - Lake McConaughy,-101.874,41.289
Springview Rec Area,-99.747,42.824
St. Edward City Park,-97.865,41.573
Stagecoach Lake State Rec Area,-96.644,40.604
Stanton Lake Park,-95.613,40.07
Stapleton Village Park,-100.515,41.481
Steer Creek,-101.155,42.689
Sterling Village Park,-96.374,40.461
Strang City Park,-97.587,40.413
Streeter Municipal Park,-98.003,40.874
Stuart Municipal Park,-99.14,42.606
Summit Lake State Rec Area,-96.283,41.767
Sutherland State Rec Area,-101.137,41.126
Sutton City Park,-97.858,40.611
Swanson Reservoir State Rec Area,-101.109,40.171
Syracuse City,-96.185,40.655
Ta - Ha - Zouka Park,-97.424,42.005
Tekamah Memorial Park,-96.221,41.786
Thedford City Park,-100.582,41.978
Tilden East City Park,-97.827,42.047
Toadstool,-103.584,42.858
Tomahawk Municipal Park,-99.65,41.405
Tooley Park,-98.057,41.031
Tuxedo Park,-96.971,40.631
Two Rivers State Rec Area,-96.349,41.219
Union Pacific State Rec Area,-99.253,40.678
Utica City Park,-97.348,40.891
Valentine City Park,-100.549,42.887
Verdon Lake State Rec Area,-95.725,40.146
Veterans Memorial RV Park - Randolph,-97.355,42.376
Victor City Park,-97.018,42.226
Victoria Springs State Rec Area,-99.753,41.609
Village Park - Wynot,-97.169,42.739
Wagon Train State Rec Area,-96.574,40.631
Walgren Lake State Rec Area,-102.631,42.638
Walnut Creek - Papillion,-96.077,41.135
War Axe State Rec Area,-98.735,40.724
Weeping Water,-96.148,40.871
West Side Park - Beaver City,-99.833,40.135
Westside Park - Shickley,-97.726,40.419
Whitetail,-100.264,41.796
Wildcat Hills State Rec Area,-103.672,41.703
Wildwood Acres Park,-98.029,42.592
Willow Creek State Rec Area,-97.544,42.178
Windmill State Rec Area,-98.846,40.707
Wirth Brothers Lake,-96.2,40.451
Wisner River Park,-96.915,41.98
Zeigler Park - Mitchell,-103.806,41.939
A.W. Marion State Park,-82.873,39.639
Alum Creek State Park,-82.987,40.237
Atwood Lake Park,-81.266,40.542
Barkcamp State Park,-81.031,40.047
Bass Lake Military - Wright Patterson AFB,-84.053,39.836
Beaver Creek State Park,-80.613,40.73
Blue Rock State Park,-81.854,39.821
Buck Creek State Park,-83.729,39.946
Bud Owens Landing,-84.056,39.646
Burr Oak,-82.061,39.544
Burr Oak State Park,-82.035,39.538
Caesar Creek State Park,-83.974,39.539
Camp Perry RV Military,-83.046,41.549
Charles Mill Lake,-82.374,40.767
Clendening Lake Marina,-81.225,40.242
Constitution County Park,-84.013,39.606
Cowan Lake State Park,-83.883,39.389
Deer Creek State Park,-83.246,39.652
Delaware State Park,-83.071,40.379
Dillon State Park,-82.103,40.029
East Fork State Park,-84.105,39.05
East Harbor State Park,-82.82,41.542
Findley State Park,-82.219,41.134
Forked Run State Park,-81.788,39.102
Gallia County Junior Fairgrounds,-82.24,38.844
Geneva State Park,-80.959,41.846
Governor Bebb Preserve,-84.808,39.37
Grand Lake - St. Marys State Park,-84.437,40.546
Great Seal State Park,-82.936,39.379
Guilford Lake State Park,-80.875,40.805
Harrison Lake State Park,-84.362,41.637
Hidden Hollow - Fernwood State Forest,-80.764,40.334
Hocking Hills State Park,-82.538,39.433
Hook Lake - AEP,-81.707,39.728
Hueston Woods State Park,-84.765,39.595
Indian Lake State Park,-83.9,40.519
Iron Ridge,-82.618,38.612
Jackson Lake State Park,-82.596,38.904
Jefferson Lake State Park,-80.806,40.468
Jefferson Township Community Park,-82.801,40.044
John Bryan State Park,-83.869,39.789
Keffler Camp - AEP,-81.675,39.732
Kelleys Island State Park,-82.698,41.602
Kiser Lake State Park,-83.949,40.181
Lake Alma State Park,-82.514,39.145
Lake Hope State Park,-82.35,39.327
Lake Loramie State Park,-84.357,40.358
Lake Park County Park,-81.872,40.291
Lake Snowden - Hocking College,-82.191,39.242
Lake Wapusun,-82.118,40.712
Lamping Homestead,-81.191,39.632
Lane Farm,-81.359,39.435
Leith Run,-81.152,39.444
Malabar Farm State Park,-82.397,40.65
Maple Grove - AEP,-81.725,39.707
Mary Jane Thurston State Park,-83.877,41.411
Maumee Bay State Park,-83.371,41.675
Meadowbrook Park,-83.274,41.13
Miami Whitewater Forest,-84.762,39.254
Middle Bass Island - Lake Erie Islands,-82.812,41.676
Middle Ridge/Vermilion Valley Rest Area,-81.861,41.349
Mill Creek - Berlin Reservoir,-80.986,41.01
Mohican State Park,-82.257,40.61
Morris Bean Reserve,-83.902,39.764
Mosquito Lake State Park,-80.773,41.316
Mount Gilead State Park,-82.809,40.546
Muskingum River Parkway State Park,-81.979,40.045
Narrows Reserve,-84.03,39.69
New London Reservoir Park,-82.423,41.073
Oak Hill,-82.634,38.615
Ottawa Metro Park,-84.056,40.754
Paint Creek State Park,-83.38,39.27
Perry Township Park,-81.163,41.795
Petersburg Boat Landing,-81.142,40.511
Piatt County Park,-81.049,39.762
Piedmont Marina,-81.23,40.167
Pike Lake State Park,-83.221,39.159
Pine Knob (Family ),-82.636,38.619
Pleasant Hill Lake,-82.343,40.649
Portage Lakes State Park,-81.565,40.966
Pugliese Campground- Friendship Park,-80.776,40.286
Punderson State Park,-81.213,41.457
Pymatuning State Park,-80.542,41.578
R V Crews - AEP,-81.731,39.699
Ring Mill,-81.122,39.608
Riverbend Rec Area,-83.561,41.031
Riverfront Camping Area - Portsmouth,-82.875,38.748
Rocky Fork State Park,-83.531,39.188
Ronsheim - Harrison County State Forest,-80.99,40.328
Salt Fork State Park,-81.46,40.082
Sand Hollow - AEP,-81.733,39.737
Saulisberry Park - France Lake,-83.631,40.623
Scioto Trail State Park,-82.956,39.23
Seneca Lake,-81.429,39.93
Seneca Lake - Parkside,-81.425,39.916
Seneca Marina Point,-81.418,39.907
Shawnee State Park,-83.181,38.727
Silver Springs - Stow,-81.406,41.194
South Bass Island State Park,-82.838,41.644
Springhill County Park,-81.185,40.465
Steamboat Bend,-84.318,39.024
Stonelick Lake State Park,-84.082,39.214
Strouds Run State Park,-82.032,39.349
Tappan Lake Park,-81.186,40.318
Tar Hollow State Park,-82.746,39.383
Van Buren State Park,-83.638,41.136
Village Green,-80.689,41.92
West Branch State Park,-81.118,41.142
West Ranch,-82.586,40.506
Winton Woods Co Park,-84.506,39.261
Winton Woods County Park,-84.506,39.259
Wolf Run State Park,-81.54,39.79
Wood Grove - AEP,-81.671,39.721
Wyandot/Blue Heron Rest Area,-83.369,41.49
American Creek - Lake Francis Case,-99.329,43.818
Angostura State Rec Area,-103.426,43.34
Bear Butte State Park,-103.432,44.46
Beaver Creek,-104.051,44.075
Big Sioux State Rec Area,-96.594,43.573
Bismarck Lake,-103.512,43.775
Black Fox,-103.846,44.145
Bloomfield - Lewis and Clark State Rec Area,-97.64,42.84
Blue Bell - Custer State Park,-103.481,43.718
Boxelder Forks,-103.535,44.198
Britton City Park,-97.75,45.792
Brooks Memorial Park,-101.732,43.177
Burke City Park,-99.297,43.185
Burke Lake State Rec Area,-99.259,43.178
Buryanek Rec Area,-99.169,43.417
Castle Peak,-103.727,44.08
Cedar Pass - Badlands National Park,-101.948,43.746
Center Lake - Custer State Park,-103.42,43.802
Chamber of Commerce Campground - Webster,-97.518,45.34
Chief White Crane - Lewis and Clark Lake,-97.462,42.854
City Park East - Highmore,-99.438,44.52
Clay County Park,-97.006,42.77
Clear Lake City Park,-96.684,44.76
Colliers Park - Ipswich,-99.036,45.448
Colman City Park,-96.81,43.979
Comanche Park,-103.715,43.735
Corsica Lake,-98.293,43.409
Cottonwood,-103.571,43.44
Cottonwood - Lewis and Clark Lake,-97.482,42.859
Cow Creek State Rec Area,-100.493,44.561
Crystal Park - Miller,-98.994,44.523
Custer Trail,-103.797,44.025
Dalton Lake,-103.477,44.23
Deerfield,-103.788,44.021
Dickenson City Park,-97.73,44.879
Ditch Creek,-103.841,43.961
Downstream Area North - Lake Oahe,-100.39,44.433
Downstream Area South - Lake Oahe,-100.388,44.423
Dutchman,-103.781,44.022
East Midway - Lewis and Clark State Rec Area,-97.525,42.865
East Park - Highmore,-99.438,44.52
Eastshore - Lake Oahe,-100.397,44.469
Elk Mountain - Wind Cave National Park,-103.492,43.565
Elk Point City Park,-96.691,42.684
Ellsworth AFB Military,-103.069,44.143
Eureka City Park,-99.634,45.772
Faith City Park,-102.037,45.019
Fantle Memorial Park,-97.389,42.889
Farm Island State Rec Area,-100.278,44.343
Faulkton City Park,-99.126,45.036
Fisher Grove State Park,-98.358,44.884
Flandreau Municipal Park,-96.568,44.056
Fort Sisseton State Historical Park,-97.53,45.658
Freeman City Park,-97.431,43.356
French Creek,-103.022,43.659
Game Lodge - Custer State Park,-103.375,43.76
Gavins Point - Lewis and Clark State Rec Area,-97.553,42.86
Gettysburg City Park,-99.959,45.008
Grace Coolidge - Custer State Park,-103.402,43.777
Griffin City Park,-100.345,44.359
Grizzly Bear,-103.44,43.877
Grizzly Creek Primative,-103.435,43.884
Groton City Park,-98.098,45.453
Gunderson Park,-96.964,43.123
Hanna,-103.851,44.275
Hartford Beach State Park,-96.666,45.403
Hav-A-Rest Park - Redfield,-98.53,44.879
Hodson Memorial Park,-101.731,43.169
Horsethief Lake,-103.484,43.895
Howard City Park,-97.522,44.009
Huber Campground - Lake Menno Rec Area,-97.608,43.263
Humboldt City Park,-97.072,43.64
Huron Memorial Park,-98.198,44.366
Indian Creek - Lake Oahe,-100.384,45.517
Indian Memorial - Lake Oahe,-100.486,45.575
Iron Nation - Lake Sharpe,-99.704,44.098
Ketterlings Point - Shadehill State Rec Area,-102.2,45.761
Lake Carthage,-97.706,44.177
Lake Cochrane State Rec Area,-96.479,44.714
Lake Herman State Park,-97.164,43.988
Lake Hiddenwood State Park,-99.987,45.547
Lake Louise State Rec Area,-99.146,44.621
Lake Mitchell City Campground,-98.026,43.735
Lake Pocasse,-100.29,45.904
Lake Poinsett State Rec Area,-97.094,44.534
Lake Thompson Rec Area,-97.433,44.321
Lake Vermillion State Rec Area,-97.181,43.587
Lakeside City Park - Eureka,-99.641,45.768
Left Tailrace - Lake Sharpe,-99.44,44.035
Legion Lake - Custer State Park,-103.467,43.764
Leola City Park,-98.931,45.73
Lilly Park,-100.367,44.352
Lions City Park - Armour,-98.343,43.322
Lions Park - Vermilion,-96.938,42.786
Lions Park - Vermillion,-96.938,42.786
Little Jon Park,-103.269,44.149
Little Moreau Rec Area,-101.094,45.346
Llewellyn Johns State Rec Area,-102.182,45.774
Maxwell Park - Arlington,-97.134,44.365
Melgaard Park,-98.478,45.446
Memorial Park - Huron,-98.193,44.369
Memorial Park - Watertown,-97.244,44.918
Menno City Park,-97.584,43.235
Midland Rest Area,-101.135,44.082
Miller City Park,-98.994,44.523
Mina State Rec Area,-98.741,45.447
Newton Hills State Park,-96.58,43.224
Norland Park - Arlington,-97.129,44.361
North Point - Lake Francis Case,-98.567,43.082
North Wheeler State Rec Area,-98.823,43.168
Oakwood Lakes State Park,-96.988,44.45
Oilvet Park,-97.672,43.241
Okobojo Point Rec Area,-100.505,44.568
Oreville,-103.612,43.878
Pactola,-103.498,44.059
Palisades State Park,-96.52,43.688
Pease Creek Rec Area,-98.734,43.142
Peder Larsen City Park,-96.955,43.12
Pelican Lake State Rec Area,-97.209,44.847
Pickerel Lake State Rec Area,-97.284,45.503
Picnic Spring,-103.484,45.874
Pierpont City Park,-97.833,45.462
Pierson Ranch - Lewis and Clark Lake,-97.486,42.873
Pioneer City Park - Montrose,-97.184,43.702
Platte Creek State Rec Area,-98.998,43.321
Randall Creek Park - Lake Francis Case,-98.552,43.052
Redstone City Park,-97.724,44.171
Reva Gap,-103.177,45.521
Richmond Lake State Rec Area,-98.611,45.54
Rickman Field - The Dells,-96.707,43.819
Rifle Pit,-103.521,43.598
Rocky Point State Rec Area,-103.699,44.716
Rod And Gun,-103.963,44.339
Roscoe City Park,-99.339,45.449
Roubaix Lake,-103.663,44.199
Roy Lake State Park,-97.42,45.703
Sandy Shore State Rec Area,-97.24,44.894
Scotland City Park,-97.713,43.152
Sexauer City Park,-96.805,44.318
Sheridan Lake,-103.477,43.967
Sieche Hollow State Park,-97.228,45.741
Snake Creek State Rec Area,-99.119,43.391
Spearfish City Campground,-103.86,44.481
Split Rock Park,-96.502,43.72
Spring Creek State Rec Area,-100.489,44.547
Springfield State Rec Area,-97.881,42.86
Stockade Lake N - Custer State Park,-103.519,43.772
Stockade Lake S - Custer State Park,-103.537,43.771
Stokes - Thomas Lake,-97.17,44.931
Swan Creek State Rec Area,-100.267,45.32
Sylvan Lake - Custer State Park,-103.566,43.846
Tabor Rec Area,-97.654,42.86
Thomas Lake - Stokes,-97.17,44.931
Thorsness Park,-97.369,44.36
Timon,-103.988,44.328
Tulare City Park,-98.507,44.738
Tyndall City Park,-97.869,42.995
Ulven City Park,-96.655,44.759
Union Grove (Union County) State Park,-96.786,42.921
Walkers Point State Rec Area,-97.03,43.96
Washington Park,-97.56,44.386
Waubay City Park,-97.297,45.341
Webster City Park,-97.518,45.338
Weigand - Lewis and Clark State Rec Area,-97.572,42.835
Wessington Springs City Park,-98.573,44.076
West Bend State Rec Area - Pierre,-99.717,44.172
West Chamberlain - Lake Francis Case,-99.344,43.829
West Midway - Lewis and Clark State Rec Area,-97.532,42.864
West Pollock State Rec Area,-100.333,45.995
West Whitlock State Rec Area,-100.262,45.043
Westerman City Park,-96.896,43.348
Westshore - Lake Oahe,-100.44,44.445
White River City Park,-100.742,43.565
Whitetail,-103.803,44.013
Woonsocket City Park,-98.279,44.056
Wrinkled Rock,-103.47,43.887
Wylie Park City Campground,-98.518,45.49
Yankton - Lewis and Clark State Rec Area,-97.508,42.87
Ada Lake,-88.731,45.371
Amnicon Falls,-91.893,46.609
Anderson Campground - Soldiers Grove,-90.775,43.396
Antigo Lake RV Park,-89.146,45.142
Anvil Lake,-89.061,45.937
Astico County Park,-88.952,43.326
Audie Lake County Park,-91.429,45.55
Avoca Lakeside City Campground,-90.32,43.19
Babcock County Park,-89.304,43.012
Badger City Park,-87.75,45.059
Bagley Rapids,-88.463,45.158
Balsam Lake Pine Park - Town,-92.457,45.451
Bay City,-92.456,44.58
Bay Shore Park,-87.796,44.637
Bear Lake,-88.53,45.511
Beauford T. Anderson Park,-90.775,43.395
Beaver Lake,-90.898,46.302
Big Bay State Park,-90.674,46.795
Big Bay Town Park,-90.705,46.788
Big Eau Pleine Park,-89.858,44.755
Big Falls County Park,-90.638,45.407
Big Foot Beach State Park,-88.423,42.57
Big Lake - North Highland/Amer Legion State Forest,-89.788,46.163
Big Muskellunge Lake - North Highland/Amer Legion State Forest,-89.619,46.004
Birch Grove,-91.061,46.686
Black Lake,-90.929,45.989
Blackhawk Lake Rec Area - Highland,-90.292,43.02
Blackhawk Memorial Park - Woodford,-89.879,42.662
Blackhawk Park - DeSoto,-91.226,43.457
Blue Mound State Park,-89.845,43.026
Boat Landing - Sidie Hollow Park,-90.949,43.538
Boise Brule - Brule River State Forest,-91.592,46.539
Bong State Rec Area,-88.125,42.633
Boot Lake,-88.646,45.268
Boulder Lake,-88.638,45.14
Brigham Park,-89.817,43.017
Broughton Sheboygan Marsh,-88.048,43.849
Bruce Park,-91.279,45.454
Brule River,-88.796,46.029
Brunet Island State Park,-91.165,45.183
Buckhorn State Park,-90.008,43.946
Calumet County Park,-88.322,44.102
Cameron - Veterans Memorial Park,-91.717,45.389
Camp New Wood County Park,-89.791,45.289
Carrol Lake - North Highland/Amer Legion State Forest,-89.633,45.889
Castle Mound - Black River State Forest,-90.83,44.285
Castle Rock County Park,-89.94,43.909
Cecil Lakeview City Park,-88.454,44.81
Chicog Town Park,-91.924,46.052
Chipmunk Rapids,-88.557,45.893
Chippewa,-90.706,45.223
Chute Pond Park,-88.443,45.132
Clear Lake - North Highland/Amer Legion State Forest,-89.65,45.867
Clear Lake City Park,-92.277,45.257
Cliffside Park,-87.826,42.818
Col Larson County Park,-91.32,44.371
Collins Park,-89.344,44.603
Columbia County Park,-88.329,43.915
Connors Lake - Flambeau River State Forest,-90.746,45.739
Coon Fork Lake,-91.012,44.698
Copper Falls State Park,-90.646,46.365
Copper Range - Brule River State Forest,-91.582,46.611
Council Grounds State Park,-89.735,45.185
County O Landing - St. Croix National Scenic River,-92.876,45.679
Crowley/Owen City Park,-90.56,44.946
Crystal Lake - North Highland/Amer Legion State Forest,-89.614,45.999
Crystal Lake Park - Strum,-91.381,44.557
Cunard Lake - North Highland/Amer Legion State Forest,-89.584,45.848
Curtiss Village Park,-90.432,44.953
Dalrymple City,-90.807,46.819
Day Lake,-90.904,46.182
Dells of the Eau Claire Park - Wausau,-89.338,45.006
Delta Lake County Park,-91.303,46.474
Derge County Park,-88.881,43.498
Devils Lake State Park,-89.738,43.433
Dexter Park,-90.129,44.393
Doolittle Park,-91.55,45.662
Dorchester Rec Park,-90.322,45.077
Dubay Park,-89.697,44.678
Earl Landing - St. Croix National Scenic River,-91.766,45.916
East Arbutus Camp,-90.709,44.417
East Fork - Black River State Forest,-90.671,44.421
East Star Lake - North Highland/Amer Legion State Forest,-89.467,46.026
East Twin,-90.86,46.192
Eastwood,-90.444,45.331
Eau Galle Lake Spring Valley,-92.25,44.87
Emily Lake,-90.011,45.964
Esofea - Rentz Memorial Park,-90.973,43.631
Evergreen City Park,-87.953,45.381
Fair Hill County Campground,-91.395,44.948
Firefly Lake - North Highland/Amer Legion State Forest,-89.633,46.002
Fischer Memorial County Park,-88.444,45.133
Fondu Lac County Fairground,-88.428,43.766
Franklin Lake,-88.993,45.931
Gile Memorial Village,-90.842,44.447
Glen Hills County Park,-92.166,45.003
Goodman County Park,-88.344,45.521
Gordon Dam,-91.928,46.253
Governor Dodge State Park,-90.109,43.023
Grant River,-90.7,42.652
Greenwood Park,-90.604,44.781
Haley Park,-90.956,45.307
Hancock Campground,-89.498,44.128
Harnischfeger County Park,-88.543,43.211
Harrington Beach State Park,-87.804,43.494
Harstad Park,-91.168,44.738
Hartman Creek State Park,-89.217,44.323
Hatfield City Park,-92.537,45.135
Hattie Sherwood Park,-88.966,43.842
Hawkins Community Park,-90.725,45.514
High Cliff State Park,-88.292,44.154
High Lake County Park,-89.113,45.311
Highland Ridge,-92.237,44.879
Hines City Park,-90.441,45.94
Hixton Village Campground,-90.992,44.394
Hoffman City Park,-92.609,44.864
Holden Silver Birch County Park,-92.028,44.602
Holtwood,-87.885,44.89
Homestead - East Bass Lake,-88.323,45.769
Howell Landing - St. Croix National Scenic River,-92.011,46.028
Indian Mounds - North Highland/Amer Legion State Forest,-89.639,45.825
Interstate State Park,-92.637,45.396
James N McNally City Campground,-92.688,45.778
Jamison Town Park,-89.43,43.385
Jordan Park,-89.5,44.579
Josie Creek County Park,-90.966,45.52
Kathryn Lake,-90.618,45.201
Kennedy County Park,-90.174,43.916
Kentuck Lake,-88.98,45.993
Kohler - Andrae State Park,-87.718,43.673
Kreher City Park,-90.881,46.597
La Farge City Park,-90.638,43.58
Lac Vieux Desert,-89.152,46.136
Lake Emily Park,-89.33,44.471
Lake Farm County Park,-89.338,43.025
Lake Kegonsa State Park,-89.23,42.976
Lake of the Falls,-90.158,46.15
Lake of the Pines - Flambeau River State Forest,-90.713,45.785
Lake Three,-90.857,46.318
Lake Wissota State Park,-91.3,44.968
Lakeview Tourist Park,-90.189,45.319
