Name,Longitude,Latitude
Knebal Springs,-121.479,45.436
L. L. Stub Stewart State Park,-123.199,45.739
Lagoon,-124.142,43.88
Laird Lake,-124.204,42.701
Lake Fork,-116.913,45.01
Lake Harriet,-121.958,45.074
Lake In The Woods,-122.721,43.217
Lake Owyhee State Park,-117.237,43.62
Lake Selmac County Park,-123.581,42.268
Lakes End,-122.046,44.332
Lane Creek,-118.765,45.19
Lapine State Park,-121.527,43.764
Lava Camp Lake,-121.785,44.26
Lava Flow,-121.822,43.617
Lava Lake,-121.766,43.913
LaVerne County Park,-124.029,43.259
Lazy Bend,-122.206,45.191
Lee Thomas,-120.839,42.59
LePage Park,-120.651,45.727
Leslie Gulch Site,-117.322,43.322
Lick Creek,-117.033,45.158
Lily Glen - Howard Prairie Lake,-122.432,42.271
Limberlost,-122.052,44.174
Link Creek,-121.755,44.416
Little Badger,-121.346,45.282
Little Crane,-118.413,44.193
Little Crater,-121.243,43.714
Little Crater,-121.743,45.149
Little Cultus,-121.872,43.8
Little Fawn,-121.797,43.963
Little Lava Lake,-121.762,43.91
Little Redwood,-124.145,42.153
Lobster Creek and Lobster Bar,-124.296,42.502
Lockaby,-122.153,45.165
Lofton Reservoir,-120.815,42.263
Lone Pine,-119.623,44.777
Lookout Boating Site,-122.259,44.205
Loon Lake - Loon Lake,-123.848,43.598
Lost Creek,-121.836,45.382
Lost Creek - Crater Lake National Park,-122.038,42.879
Lost Lake,-121.815,45.494
Lost Lake,-121.913,44.43
Lost Prairie,-122.074,44.404
Lower Bridge,-121.62,44.557
Lower Buck Creek,-121.257,43.069
Lower Camp Creek Forest Camp,-118.799,44.673
Lower Crooked River,-120.813,44.135
Lower Lake (Olallie),-121.796,44.823
Lower South Fork,-122.334,42.645
Ludlum,-124.108,42.036
Lund Park Forest Camp,-122.678,43.651
Macks Canyon,-120.871,45.387
Madras City Park,-121.127,44.635
Magone Lake Rec Area,-118.913,44.55
Main - Prineville Reservoir State Park,-120.723,44.13
Mallard Marsh (Hosmer Lake),-121.783,43.963
Malone Springs,-122.086,42.53
Marion Forks,-121.945,44.609
Marster Spring,-120.604,42.623
Marys Peak,-123.56,44.509
Maupin City Park,-121.071,45.171
Mazama - Crater Lake National Park,-122.165,42.866
Mcbride,-117.221,44.935
Mccubbins Gulch,-121.483,45.116
Mccully Forks,-118.246,44.767
Mckay Crossing,-121.377,43.717
Mckenzie Bridge,-122.174,44.176
McNeil,-121.867,45.384
Memaloose State Park,-121.332,45.696
Metzler Park,-122.364,45.229
Middle Fork,-118.611,44.631
Mill Creek,-122.467,42.796
Miller Bar,-124.177,42.129
Millers Lane,-118.067,44.674
Millpond,-122.948,43.38
Millsite Municipal Park,-123.293,43.024
Milo McIver State Park,-122.374,45.299
Mineral Forest Camp,-122.712,43.583
Misery Spring,-118.547,44.935
Mitchell City Park,-120.152,44.567
Mona,-122.264,44.203
Monty,-121.479,44.624
Moss Springs,-117.679,45.275
Mottet,-117.96,45.868
Mt Ashland,-122.713,42.076
Mud Creek,-120.204,42.282
Mud Lake,-118.23,44.964
Mud Springs,-119.647,44.302
Muleshoe,-119.966,44.808
Murray,-118.639,44.213
Myrtle Grove,-124.023,42.786
Natural Bridge,-122.465,42.894
Nehalem Bay State Park,-123.936,45.698
Nehalem Falls - State Forestry,-123.771,45.726
Nesika County Park,-123.995,43.44
Nook Bar,-124.155,42.146
North Arm,-121.768,45.145
North Davis Creek,-121.823,43.674
North Fork,-122.359,42.378
North Fork John Day,-118.401,44.914
North Fork Malheur,-118.382,44.209
North Fork Siuslaw,-123.938,44.102
North Twin Lake,-121.764,43.731
North Waldo,-122.003,43.758
Nottingham,-121.568,45.367
Oak Flat /Gravel Bar,-124.039,42.518
Oak Fork,-121.77,45.114
Ochoco Divide,-120.387,44.499
Ochoco Lake,-120.7,44.306
Odell Creek,-121.963,43.551
Odessa,-122.06,42.429
Olallie,-122.037,44.257
Olallie Meadow,-121.773,44.86
Olive Lake,-118.596,44.784
Ollokot,-116.875,45.152
Orchard Park,-124.054,42.864
Oregon,-118.34,44.547
Oriental,-118.727,44.974
Oswald West State Park,-123.96,45.77
Oxbow Regional Park,-122.29,45.497
Packard Creek,-122.431,43.67
Page Springs,-118.866,42.801
Paradise,-122.092,44.185
Parish Cabin,-118.766,44.178
Parker Meadows,-122.323,42.601
Pass Creek County Park,-123.211,43.723
Paul Dennis (Olallie),-121.792,44.813
Paulina Lake,-121.274,43.712
Pelton Park,-121.236,44.685
Pendleton Springs Camp,-119.533,43.94
Peninsula (Olallie),-121.785,44.8
Penland Lake,-119.317,45.116
Perry South,-121.451,44.584
Philomath Frolic and Rodeo Grounds,-123.368,44.536
Pikes Crossing,-120.933,42.698
Pine Meadows- Cottage Grove Lake,-123.056,43.7
Pine Mountain,-120.943,43.791
Pine Point,-121.801,45.113
Pine Rest,-121.638,44.482
Pioneer Ford,-121.622,44.55
Pittsburgh Landing - Snake River,-116.469,45.622
Point,-121.808,43.967
Poole Creek,-122.196,43.312
Port Authority - Cascade Locks Marine Park,-121.896,45.668
Port Of Arlington RV and Marina Park,-120.205,45.723
Port Of Newport Marina and RV Park,-124.049,44.621
Port Of Siuslaw RV Campground and Marina,-124.106,43.967
Port of Tillamook RV ParkPort,-123.82,45.418
Post Camp,-121.52,45.216
Powers County Park,-124.077,42.893
Prairie,-121.425,43.724
Primitive - Cottage Grove Lake,-123.065,43.696
Princess Creek,-122.01,43.586
Pringle Falls,-121.606,43.747
Promontory Park,-122.243,45.221
Puma,-122.517,43.976
Quesnel - John Day Dam,-119.968,45.812
Quinn River,-121.837,43.785
Quosatana,-124.232,42.498
Raab,-122.067,45.025
Rainbow,-122.043,45.079
Rainy Lake,-121.758,45.627
Red Bridge State Park,-118.257,45.324
Redwood Bar,-124.143,42.156
Reservoir,-121.771,43.671
Richardson Park,-123.313,44.116
Ripplebrook,-122.041,45.08
River Bend County Park,-122.569,44.407
River Bridge,-122.493,42.822
Riverford,-122.057,45.033
Riverside,-121.634,44.443
Riverside - Detroit,-121.944,44.642
Riverside - Estacada,-122.061,45.043
Roaring River,-122.113,45.158
Rock Creek,-124.059,42.708
Rock Creek - Idlewyld,-122.928,43.398
Rock Creek - La Pine,-121.832,43.767
Rock Creek - Yachats,-124.11,44.186
Rock Creek Reservoir,-121.382,45.222
Rock Springs,-118.841,43.998
Rocky Bend,-123.605,45.24
Rogue Elk County Park,-122.753,42.663
Rooke - Higgins County Park,-124.062,43.406
Round Lake,-121.969,44.876
Round Lake,-121.783,44.442
Routson,-121.58,45.45
Rujada,-122.742,43.706
Sacandaga,-122.328,43.496
Saddle Creek,-116.723,45.4
Saddle Mountain State Park,-123.692,45.962
Salmon Creek Falls,-122.373,43.763
Salmonberry County Park Campground,-123.687,44.343
Sam Brown,-123.686,42.442
Sand Beach,-123.958,45.287
Sand Prairie,-122.451,43.601
Sand Station,-119.12,45.922
Sandhill Crossing,-120.879,42.595
Santiam Flats,-122.115,44.712
Scaponia County Park,-123.097,45.847
Scaredman,-122.76,43.38
Schroeder County Park,-123.375,42.435
Schwarz,-122.956,43.785
Scott Creek,-121.923,42.886
Scott Lake,-121.888,44.212
Scout Lake,-121.749,44.411
Secret,-122.441,43.515
Secret Creek,-123.688,42.422
Service Creek,-120.001,44.793
Seven Devils,-116.516,45.347
Shadow Bay,-122.042,43.693
Shady,-117.383,45.258
Shady Cove,-122.3,44.845
Sharps Creek,-122.807,43.665
Sheep Bridge,-121.784,43.73
Shellrock Creek,-121.921,45.085
Shelton Wayside,-120.092,44.896
Sherman County RV Park,-120.718,45.478
Sherwood,-121.569,45.395
Silver Creek Marsh,-121.13,43.007
Silver Falls State Park,-122.651,44.866
Sisters City Park,-121.541,44.288
Sixes River,-124.308,42.805
Sixmile Camp,-123.73,42.297
Skookum Creek,-122.045,43.861
Skull Hollow,-121.065,44.397
Slide Creek,-122.224,44.077
Smiling River,-121.637,44.474
Smith River Falls,-123.818,43.788
Soda Creek,-121.728,44.025
South (Hosmer Lake),-121.788,43.96
South Beach State Park,-124.064,44.604
South Fork,-118.305,44.404
South Fork Camps,-124.132,42.187
South Lake,-123.72,45.202
South Lava Flow,-121.823,43.614
South Shore,-121.741,44.418
South Steens,-118.763,42.639
South Twin Lake,-121.771,43.715
South Umpqua Falls,-122.688,43.056
Southshore,-122.176,44.705
Southwest Shore,-118.081,44.676
Spalding Pond,-123.702,42.347
Spinreel,-124.203,43.57
Spool Cart,-118.394,45.203
Spray Riverfront Park,-119.792,44.823
Spring,-122.02,43.461
Spring Drive RV (was Bear Springs),-121.533,45.125
Spruce Run County Park,-123.612,45.814
Squaw Lakes,-123.022,42.035
Sru Lake,-124.005,42.731
Starr,-119.018,44.262
Steamboat Falls,-122.641,43.373
Steck Park,-117.218,44.367
Stevens Creek,-118.32,44.4
Still Creek,-121.737,45.295
Strawberry,-118.674,44.32
Sturdivant City Park,-124.2,43.176
Succor Creek State Natural Area,-117.133,43.467
Sugar Creek,-119.806,44.232
Summer Lake State Wildlife Area,-120.762,42.952
Summit Lake,-121.79,45.033
Sunnyside,-122.223,44.064
Sunnyside Park,-122.608,44.427
Sunset,-122.205,42.371
Sunset Bay State Park,-124.372,43.334
Sunset Cove,-121.963,43.562
Sunshine Bar,-124.31,42.713
Sunstrip,-122.106,45.152
Susan Creek,-122.893,43.296
Sutton,-124.108,44.054
Swamp Wells,-121.218,43.853
Tahkenitch,-124.149,43.796
Tahkenitch Landing,-124.147,43.8
Tamarack,-117.452,45.02
Target Meadows,-118.076,45.805
Taylor Burn,-122.035,43.815
The Resort - Howard Prairie Lake,-122.376,42.211
Thief Valley Reservoir,-117.788,45.025
Thielsen View,-122.166,43.167
Thompson Reservoir,-121.091,42.959
Three C Rock,-122.888,42.966
Three Creek Lake,-121.624,44.095
Three Creek Meadow,-121.624,44.112
Threehorn,-122.866,42.804
Tillamook Air Museum,-123.803,45.421
Tillicum Beach,-124.091,44.366
Tilly Jane,-121.648,45.399
Timpanogas Lake,-122.115,43.41
Tin Can,-123.618,42.511
Tipsu Tyee,-123.125,42.036
Toketee Lake,-122.404,43.274
Toll Bridge County Park,-121.571,45.515
Tollbridge,-118.934,44.997
Tollbridge,-121.897,45.662
Tollgate,-121.905,45.323
Topsy,-122.041,42.125
Trail Bridge,-122.047,44.281
Trapper Creek,-122.046,43.584
Trask River County Park,-123.61,45.441
Trillium Lake,-121.733,45.271
Trout Creek,-121.926,44.385
Trout Creek - Madras,-120.97,44.784
Trout Farm,-118.552,44.305
Tucker County Park,-121.553,45.652
Tucker Flat,-123.878,42.721
Tugman State Park,-124.176,43.601
Tumalo State Park,-121.332,44.127
Turkey Flat Forest Camp,-117.391,45.277
Twin Lakes,-122.589,43.23
Twin Lakes,-117.055,45.079
Twin Springs,-120.212,42.157
Two Color,-117.446,45.037
Two Pan,-117.377,45.25
Tyee,-124.12,43.884
Tyee - Sutherlin,-123.492,43.496
Ukiah - Dale Forest,-118.972,45.125
Umapine,-118.563,45.114
Umatilla Forks,-118.187,45.726
Umatilla Marina RV Park,-119.331,45.923
Umpqua Lighthouse State Park,-124.194,43.663
Union Creek,-118.026,44.688
Union Creek,-122.45,42.91
Unity Lake State Rec Area,-118.184,44.495
Upper Buck Creek,-121.266,43.054
Upper Lake Creek,-123.5,44.238
Valley of the Rogue State Park,-123.13,42.41
Viento State Park,-121.668,45.694
Vigne,-117.022,45.746
Vincent Creek,-123.777,43.793
Wahtum Lake,-121.792,45.578
Wallowa Lake State Park,-117.214,45.274
Walton Lake,-120.336,44.433
Washburne Memorial State Park,-124.116,44.158
Waterloo County Park,-122.819,44.492
Watkins,-123.157,42.024
Waxmyrtle,-124.144,43.876
Webb County Park,-123.967,45.217
Welch Creek /Th,-118.777,44.877
West Cultus,-121.89,43.84
West Davis Lake,-121.855,43.593
West Eagle,-117.476,45.079
Wetmore,-118.302,44.525
Whalen Island,-123.949,45.273
Whiskey Springs,-122.415,42.497
Whispering Falls,-122.008,44.688
Whistlers Bend County Park,-123.217,43.311
Whitcomb Creek,-122.506,44.484
White Creek,-122.862,43.227
White River Station,-121.6,45.198
Whitehorse County Park,-123.458,42.438
Whitehorse Falls,-122.303,43.247
Whittaker Creek,-123.66,43.987
Wickiup,-118.851,44.216
Wickiup Butte,-121.685,43.673
Wildcat,-120.577,44.44
Wildcat,-122.436,42.188
Wildwood,-120.335,44.485
Wiley Flat,-120.298,44.042
Williamson,-117.411,45.342
Williamson River,-121.851,42.659
Willow Creek,-120.201,42.093
Willow Creek - Whitehorse Hot Springs,-118.266,42.275
Willow Lake County Park,-122.391,42.204
Willow Point - Howard Prairie Lake,-122.402,42.216
Winberry,-122.614,43.901
Winchester Bay RV Resort,-124.192,43.674
Winchuck,-124.105,42.019
Windy Cove,-124.184,43.675
Windy Saddle,-116.512,45.35
Winom Creek,-118.643,45.012
Wolf Creek,-119.826,44.253
Wolf Creek,-122.935,43.24
Wolf Creek County Park,-123.4,42.695
Woodland,-118.03,45.734
Woods County Park,-123.954,45.211
Woodward,-118.098,45.779
Wyeth - Columbia River Gorge Area,-121.77,45.69
Yellow Pine,-118.31,44.53
Yellowbottom,-122.376,44.59
Yellowjacket,-119.274,43.877
Yukwah,-122.337,44.4
Adams Fork,-121.645,46.339
Aeneas Lake - WDFW,-119.505,48.678
Ahtanum Camp - State Forest,-121.013,46.52
Alder Lake - Tacoma Power,-122.293,46.799
Alder Thicket,-117.566,46.259
Alkali Lake - WDFW,-119.495,47.522
Alta Lake State Park,-119.942,48.029
Altaire - Olympic National Park,-123.594,48.012
American Forks,-121.159,46.976
Ankeny No. 1 - WDFW,-119.33,47.628
Antilon Lake,-120.164,47.975
Atkinson Flat,-120.818,48
Averill - WDFW,-120.057,48.151
Avery Rec Area- Columbia River Gorge,-121.036,45.663
Ayer Boat Basin - Snake River,-118.368,46.586
Ballard,-120.543,48.66
Barker Canyon - WDFW,-119.169,47.903
Battle Ground Lake State Park,-122.487,45.803
Bay View State Park,-122.48,48.488
Beach - Fort Worden State Park,-122.762,48.141
Beacon Rock State Park,-122.024,45.625
Bear Creek - State Forest,-124.24,48.066
Bear Creek - WDFW,-120.116,48.489
Beaver,-121.955,45.854
Beaver Lake,-118.967,48.85
Beckler River,-121.332,47.734
Bedal,-121.387,48.096
Beebe Bridge Park,-119.971,47.809
Belfair State Park,-122.877,47.429
Bench Lake,-121.403,46.16
Benzona - WDFW,-117.274,46.035
Beth Lake,-118.981,48.857
Beverly,-120.883,47.377
Big Cedars Campground,-121.641,45.801
Big Creek,-121.968,46.735
Big Creek,-123.211,47.494
Big Meadow Lake,-117.562,48.729
Big Pines - Yakima River Canyon,-120.458,46.795
Big Springs,-117.543,46.23
Birch Bay State Park,-122.765,48.904
Bird Creek - State Forest,-121.338,46.063
Bird Lake,-121.439,46.141
Blackpine Lake,-120.273,48.314
Blue Lake - WDFW,-119.452,47.559
Blue Lake Creek,-121.735,46.404
Blue Lake North - WDFW,-119.688,48.683
Blue Lake South - WDFW,-119.689,48.671
Blythe - WDFW,-119.336,46.97
Blyton Landing - Lake Bryan,-117.271,46.559
Bobcat - WDFW,-120.166,48.611
Bogachiel State Park,-124.36,47.897
Bonaparte Lake,-119.057,48.792
Botts - WDFW,-117.253,46.037
Boulder Creek,-121.691,48.715
Boundary Dam - Seattle City Power,-117.353,48.985
Boyer Park and Marina,-117.446,46.679
Bridge Creek,-120.782,47.564
Bridgeport Bar State Wildlife Rec Area,-119.733,48.078
Bridgeport State Park,-119.609,48.014
Brooks Memorial State Park,-120.68,45.942
Brown Creek,-123.322,47.412
Browns Lake,-117.195,48.436
Bruceport County Park,-123.892,46.683
Buck Creek,-121.331,48.268
Buck Lake,-120.201,48.606
Bumping Crossing,-121.283,46.879
Bumping Lake,-121.296,46.862
Burke Lake Southwest - WDFW,-119.926,47.134
Burke Lake West - WDFW,-119.931,47.138
Caliche Lake - WDFW,-119.928,47.033
Camano Island State Park,-122.504,48.133
Camp 4,-120.126,48.714
Camp Cushman,-123.219,47.464
Camp Murray Beach Military,-122.573,47.118
Campbell Lake - WDFW,-120.066,48.44
Campbell Tree Grove,-123.69,47.481
Canyon Creek,-122.202,45.916
Canyon Creek,-118.24,48.578
Cape Disappointment State Park,-124.054,46.283
Carl Precht RV Park,-119.516,48.412
Cat Creek,-121.624,46.349
Cat Creek Chimney,-121.618,46.354
Cedar Springs,-121.165,46.971
Central Ferry Park - Lake Bryan,-117.809,46.63
Chain - Of - Lakes,-121.595,46.293
Charbonneau Park,-118.845,46.259
Chatter Creek,-120.886,47.608
Chetwoot,-123.601,47.398
Chewelah City Park,-117.715,48.28
Chewuch,-120.134,48.678
Chief Timothy Park,-117.19,46.417
Chopaka Lake - State Forest,-119.703,48.914
City of Bridgeport Marina RV Park,-119.677,48.014
Cle Elum River,-121.105,47.349
Clear Creek,-121.569,48.22
Clear Lake Military,-117.693,47.514
Clear Lake North,-121.268,46.634
Clear Lake South,-121.268,46.629
Cliffs Park - Columbia River Gorge,-120.718,45.712
Cliffside RV Military - Whidbey Island NAS,-122.688,48.337
Clover Flats- State Forest,-121.177,46.507
Coffeepot Lake,-118.556,47.5
Coho,-123.605,47.392
Cold Creek- State Forest,-122.341,45.762
Cold Spring Indian,-121.751,46.081
Cold Springs- State Forest,-119.797,48.937
Collins,-123.019,47.683
Colonial Creek - North Cascades National Park,-121.094,48.687
Columbia Cove City RV Park,-119.787,48.093
Columbia Hills (Horsethief Lake) State Park,-121.105,45.646
Columbia Park,-119.205,46.233
Colville Fairgrounds RV Park,-117.91,48.541
Conconully State Park,-119.755,48.555
Conners Lake - WDFW,-119.662,48.751
Coppermine Bottom- State Forest,-124.198,47.656
Corral Lake - WDFW,-119.311,46.969
Corral Pass,-121.466,47.013
Cottonwood,-121.03,46.907
Cottonwood - Ent,-120.642,48.021
Cottonwood - Ton,-119.763,48.587
Cottonwood- State Forest,-124.293,47.779
Cougar Flat,-121.233,46.918
Cougar Rock - Mount Rainier National Park,-121.796,46.767
Couger Lake WDFW,-120.096,48.477
Coulee City Community Park,-119.294,47.616
Council Lake,-121.634,46.264
County Line Park,-123.204,46.179
Cow Lake - WDFW,-118.16,47.135
Crawfish Lake,-119.215,48.485
Crow Butte Park,-119.853,45.853
Crow Creek,-121.138,47.016
Crystal Springs,-121.315,47.311
Curlew Lake State Park,-118.66,48.72
Dalles,-121.578,47.071
Daroga State Park,-120.211,47.714
Dash Point State Park,-122.406,47.318
Davis Lake,-118.228,48.739
Deception Pass State Park,-122.657,48.398
Deep Creek - Nac,-121.361,46.752
Deer Creek Forest Camp T.H.,-118.395,48.865
Deer Lake Resort,-117.585,48.124
Deer Park - Olympic National Park,-123.256,47.949
Deer Point,-120.313,48.027
Denny Creek,-121.441,47.41
Devils Bench - Snake River,-118.537,46.567
Dog Lake,-121.36,46.655
Dosewallips,-123.165,47.737
Dosewallips State Park,-122.902,47.689
Dougan Falls- State Forest,-122.156,45.673
Douglas Creek Dispersed - Yakima River Canyon,-119.9,47.485
Douglas Falls Grange Park- State Forest,-117.904,48.617
Douglas Fir,-121.913,48.902
Dungeness Forks,-123.112,47.972
Dungeness Rec Area,-123.187,48.143
Early Winters,-120.446,48.598
East Sullivan,-117.28,48.839
Ebson - WDFW,-117.011,46.066
Edgewater,-117.405,48.754
Eightmile,-120.768,47.551
Elkhorn,-123.094,47.73
Ell Lake - WDFW,-119.118,48.602
Elochoman Slough Marina,-123.388,46.205
Elwha - Olympic National Park,-123.588,48.028
Entiat City Park,-120.217,47.669
Evans - Lake Roosevelt National Rec Area,-118.018,48.698
Evans Creek,-121.942,46.941
Evergreen East - WDFW,-119.897,47.125
Fairchild AFB Military,-117.664,47.624
Fairholm - Olympic National Park,-123.915,48.068
Falls Creek,-123.846,47.47
Falls Creek,-120.156,48.635
Falls View,-122.927,47.793
Fay Bainbridge State Park,-122.508,47.702
Ferry Lake,-118.81,48.523
Fields Spring State Park,-117.17,46.081
Fiorito Ponds - WDFW,-120.506,46.94
Fish Lake,-121.073,47.524
Fish Lake - WDFW,-119.71,48.616
Fishhook Park,-118.767,46.315
Flat,-120.194,48.614
Flodelle Creek- State Forest,-117.573,48.545
Flowing Lake County Park,-121.991,47.952
Foggy Dew,-120.198,48.205
Forde Lake - WDFW,-119.67,48.737
Forest Boundary,-117.557,46.293
Forlorn Lakes,-121.757,45.959
Fort Casey State Park,-122.674,48.16
Fort Ebey State Park,-122.745,48.244
Fort Flagler State Park,-122.704,48.094
Fort Lewis Military,-122.585,47.109
Fort Spokane - Lake Roosevelt National Rec Area,-118.306,47.91
Fort Townsend State Park,-122.804,48.078
Fort Worden State Park,-122.767,48.117
Fox Creek,-120.511,47.925
Gatton Creek,-123.838,47.474
Gifford - Lake Roosevelt National Rec Area,-118.142,48.287
Glacier View,-120.81,47.824
Glen Williams - WDFW,-119.256,46.983
Godman Trailhead,-117.786,46.1
Gold Basin,-121.734,48.078
Goodell Creek - North Cascades,-121.267,48.673
Goose Creek,-120.648,47.838
Goose Lake,-121.759,45.941
Govt. Mineral Springs,-121.998,45.883
Graham Harbor,-120.489,48.082
Grandy Lake Campground,-121.805,48.566
Grasshopper Meadows,-120.926,47.941
Graves Creek,-123.578,47.573
Grayland Beach State Park,-124.092,46.793
Green Lake - WDFW,-119.627,48.451
Guler - Mt. Adams Park,-121.534,45.998
Haag Cove - Lake Roosevelt National Rec Area,-118.152,48.561
Halfway Flat,-121.096,46.981
Hamma Hamma,-123.122,47.595
Harts Pass,-120.669,48.721
Hause Creek,-121.08,46.675
Hawk Creek - Lake Roosevelt National Rec Area,-118.325,47.816
Heart Lake - WDFW,-119.184,46.931
Heart O The Hills - Olympic National Park,-123.427,48.035
Hells Crossing,-121.264,46.966
Hoh Oxbow- State Forest,-124.25,47.81
Hoh Rain Forest - Olympic National Park,-124.25,47.81
Holiday Park Military - McChord AFB,-122.469,47.12
Home Valley Campground,-121.776,45.71
Honeymoon,-120.265,48.696
Hood Park,-119.016,46.213
Horn Rapids County Park,-119.439,46.378
Horseshoe Cove,-121.677,48.67
Horseshoe Lake,-121.565,46.31
Howard Miller Steelhead County Park,-121.598,48.484
Hozomeen - North Cascades National Park,-121.065,49
Hunters - Lake Roosevelt National Rec Area,-118.23,48.126
Ice Harbor Ramp - Lake Sacajawea,-118.879,46.253
Icewater Creek,-120.904,47.113
Ida Creek,-120.848,47.607
Ike Kinswa State Park,-122.527,46.549
Illahee State Park,-122.599,47.597
Illia Landing - Lake Bryan,-117.471,46.696
Indian Camp- State Forest,-120.956,47.29
Indian Creek,-121.243,46.645
Indian Flat,-121.143,46.98
Ipsut Creek - Mount Rainier National Park,-121.83,46.978
Iron Creek,-121.984,46.431
J R,-119.901,48.387
Jarrell Cove State Park,-122.885,47.284
Jefferson County Fairgrounds,-122.783,48.135
Jim Creek Wilderness Military,-121.936,48.2
Joemma Beach State Park,-122.808,47.226
Johnny Creek,-120.817,47.598
Jones Bay - Lake Roosevelt National Rec Area,-118.583,47.919
Jubilee Lake,-117.965,45.829
July Creek,-123.86,47.492
Junior Point,-120.399,47.994
Juniper Dunes OHV,-118.825,46.428
Kachess,-121.247,47.356
Kalaloch - Olympic National Park,-124.375,47.61
Kamiak Butte County Park,-117.155,46.869
Kamloops - Lake Roosevelt National Rec Area,-118.117,48.679
Kanaskat Palmer Recreation Area,-121.904,47.314
Kaner Flat,-121.13,47.011
Kayak Point Regional Park,-122.367,48.135
Keller Ferry - Lake Roosevelt National Rec Area,-118.692,47.929
Kerr,-119.789,48.612
Kettle Falls - Lake Roosevelt National Rec Area,-118.121,48.604
Kettle River - Lake Roosevelt National Rec Area,-118.122,48.715
Killen Creek,-121.548,46.295
Kitsap Memorial State Park,-122.652,47.817
Klahanie,-124.302,47.964
Klahowya,-124.114,48.066
Klipchuck,-120.514,48.598
Kopachuck State Park,-122.679,47.308
La Wis Wis,-121.585,46.675
Ladybug,-117.672,46.198
Lake Chelan State Park,-120.193,47.871
Lake Creek,-120.517,47.937
Lake Creek - Ent,-120.517,47.937
Lake Creek - Law,-121.013,47.876
Lake Easton State Park,-121.201,47.255
Lake Ellen,-118.246,48.502
Lake Emma - Lake Sacajawea,-118.767,46.332
Lake Gillette,-117.539,48.613
Lake Leland County Park,-122.876,47.898
Lake Leo,-117.497,48.649
Lake Merrill- State Forest,-122.32,46.095
Lake Sylvia State Park,-123.59,46.998
Lake Thomas,-117.535,48.624
Lake Wenatchee State Park,-120.728,47.812
Lakeshore RV Park,-120.027,47.846
Lakeview Ranch,-118.739,47.414
Larrabee State Park,-122.491,48.656
Leader Lake- State Forest,-119.696,48.36
Legion RV Park - Okanogan,-119.564,48.377
Leidl South - WDFW,-121.119,45.937
Lena Creek,-123.156,47.6
Lewis and Clark State Park,-122.813,46.518
Lewis and Clark Trail State Park,-118.072,46.288
Liberty Lake Regional Park,-117.06,47.637
Lighthouse Marine County Park,-123.081,48.973
Lincoln Rock State Park,-120.284,47.536
Lind Coulee Island Site WDFW,-119.223,46.986
Lind Coulee West Bridge Site WDFW,-119.21,46.99
Little Goose,-121.713,46.038
Little Naches,-121.098,46.99
Little Twin,-117.644,48.574
Lmuma Creek - Yakima River Canyon,-120.449,46.814
Lodgepole,-121.384,46.916
Lone Fir,-120.624,48.581
Long Lake,-118.81,48.501
Long Lake (Tonasket) - WDFW,-119.132,48.611
Long Lake (Warden) - WDFW,-119.2,46.93
Lost - Long Meadow - Ponderosa,-121.219,47.063
Lost Lake,-119.05,48.854
Louis Rasmussen RV Park,-122.845,46.002
Loup Loup,-119.902,48.396
Lower Falls,-121.878,46.157
Lower Granite Lock and Dam - Lake Bryan,-117.434,46.666
Lyle Lake - WDFW,-119.203,46.895
Lyons Ferry Park,-118.219,46.595
Lyre River- State Forest,-123.837,48.152
Madame Dorion Park,-118.941,46.024
Manastash Camp,-120.942,46.997
Manchester State Park,-122.55,47.576
Maple Grove,-121.66,48.686
Marble Creek,-121.274,48.529
Marcus Island - Lake Roosevelt National Rec Area,-118.057,48.669
Marina RV Park - Bridgeport,-119.677,48.014
Maryhill State Park,-120.826,45.683
Mathews- Snake River,-118.553,46.543
Mayfield Lake County Park,-122.557,46.532
Meadows,-120.676,48.711
Memorial - Boulder Creek - WDFW,-120.174,48.579
Middle Fork,-121.537,47.554
Milk Pond,-121.063,46.987
Mill Pond,-117.291,48.854
Miller River,-121.536,47.691
Millersylvania State Park,-122.906,46.91
Million Dollar North - WDFW,-119.22,47.755
Mineral Park,-121.162,48.463
Mineral Springs,-120.699,47.29
Mineral Springs - WDFW,-121.118,45.82
Minnie Peterson- State Forest,-124.172,47.818
Mitchell Creek,-120.192,47.97
Money Creek,-121.408,47.729
Monte Cristo,-121.392,47.987
Moore Point,-120.616,48.236
Mora - Olympic National Park,-124.608,47.918
Moran State Park,-122.818,48.656
Morrison Creek,-121.515,46.13
Moss Creek,-121.633,45.795
Mossyrock Park,-122.415,46.516
Mount Spokane State Park,-117.134,47.883
Mowich Lake - Mount Rainier National Park,-121.862,46.939
Mystery,-120.472,48.402
Napeequa Crossing,-120.896,47.921
Nason Creek,-120.716,47.8
Newhalem Creek - North Cascades,-121.259,48.669
Nice,-120.221,48.633
Nisqually John Landing,-117.235,46.477
Noisy Creek,-117.282,48.791
North Creek- State Forest,-123.203,46.889
North Fork,-121.786,46.451
North Fork,-120.581,47.987
North Fork Nine Mile- State Forest,-119.77,48.867
North Gorge - Lake Roosevelt National Rec Area-,-118.002,48.786
Northend Canal Lake North WDFW,-119.181,46.93
Nunnally - WDFW,-119.906,46.839
Oak Bay County Park,-122.73,48.022
Oak Harbor City Beach Park,-122.652,48.286
Obstruction Pass State Park,-122.829,48.602
Ocean City State Park,-124.164,47.034
Odessa City Park,-118.687,47.333
Odessa Golf Club/RV Park,-118.71,47.328
